domain,ml_probability,ai_is_phishing,ai_confidence,ai_risk_level,processing_time,worker_id,error,source,y_true,stage1_pred,tld,error_type,domain_part,domain_length,ml_category,is_dangerous_tld,sda_issues,sda_risk_score,sda_reasoning,sda_domain_length,sda_tld_category,brand_issues,brand_risk_score,brand_detected,brand_reasoning,cert_issues,cert_benign_indicators,cert_risk_score,cert_issuer,cert_san_count,cert_has_crl_dp,cert_reasoning,ctx_issues,ctx_risk_score,ctx_reasoning
nmfilm.com,0.06417911,True,0.75,high,9.17143201828003,0,,trusted,0,0,com,FP,nmfilm,6,very_low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,1,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
msfzc.com,0.07021185,True,0.75,high,9.368605852127075,0,,trusted,0,0,com,FP,msfzc,5,very_low,False,"short,random_pattern,rare_bigram_random",0.35000000000000003,短い(5文字) / ランダム指標(母音率=0.00<0.2) / レアバイグラム検出(比率=0.250),5,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
antunes.com,0.039836332,True,0.85,high,3.7895660400390634,0,,trusted,0,0,com,FP,antunes,7,very_low,False,,0.0,短いドメインの顕著な問題なし,7,legitimate,"brand_detected,brand_fuzzy2,brand_typosquat,brand_tld_mismatch,critical_brand",0.4,itunes (fuzzy2),ブランド候補 itunes (fuzzy2) を含むドメイン構造を検出,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
princesse-ilou.com,0.05455078,True,0.85,high,3.733701229095459,0,,trusted,0,0,com,FP,princesse-ilou,14,very_low,False,,0.0,短いドメインの顕著な問題なし,14,legitimate,"brand_detected,brand_fuzzy2,brand_typosquat,brand_tld_mismatch,critical_brand",0.4,icloud (fuzzy2),ブランド候補 icloud (fuzzy2) を含むドメイン構造を検出,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
android-recovery-transfer.com,0.0921858,True,0.85,high,3.838459253311157,0,,trusted,0,0,com,FP,android-recovery-transfer,25,very_low,False,,0.0,短いドメインの顕著な問題なし,25,legitimate,"brand_detected,brand_exact_match,brand_tld_mismatch,critical_brand",0.4,"android,wetransfer (fuzzy2),android (compound)","ブランド候補 android, wetransfer (fuzzy2), android (compound) を含むドメイン構造を検出","free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
shoe-tease.com,0.52421457,True,0.75,high,4.489762544631958,0,,trusted,0,1,com,FP,shoe-tease,10,high,False,,0.0,短いドメインの顕著な問題なし,10,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,2,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
birdrf.com,0.054143257,True,0.75,high,9.126357078552246,0,,trusted,0,0,com,FP,birdrf,6,very_low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
vgmdb.net,0.10897733,True,0.75,high,4.970900774002075,0,,trusted,0,0,net,FP,vgmdb,5,low,False,"short,random_pattern",0.30000000000000004,短い(5文字) / ランダム指標(母音率=0.00<0.2),5,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
wealthyaffiliate.com,0.54872584,True,0.75,high,8.917013168334961,0,,trusted,0,1,com,FP,wealthyaffiliate,16,high,False,,0.0,短いドメインの顕著な問題なし,16,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,6,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt,,0.0,
gamer-avenue.net,0.083475046,True,0.85,high,4.141815662384033,0,,trusted,0,0,net,FP,gamer-avenue,12,very_low,False,,0.0,短いドメインの顕著な問題なし,12,legitimate,"brand_detected,brand_fuzzy2,brand_typosquat,brand_tld_mismatch,critical_brand",0.4,revenue (fuzzy2),ブランド候補 revenue (fuzzy2) を含むドメイン構造を検出,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,3,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
cnft.wiki,0.083847366,True,0.75,high,9.03874921798706,0,,trusted,0,0,wiki,FP,cnft,4,very_low,False,"short,random_pattern",0.30000000000000004,短い(4文字) / ランダム指標(母音率=0.00<0.2),4,unknown,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,1,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
cultmtl.com,0.9126149,True,0.9126149,critical,8.76072096824646,0,,trusted,0,1,com,FP,cultmtl,7,high,False,random_pattern,0.2,ランダム指標(母音率=0.14<0.2),7,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,1,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt,,0.0,
opensky-network.org,0.22649875,True,0.85,high,4.201777219772339,0,,trusted,0,0,org,FP,opensky-network,15,low,False,,0.0,短いドメインの顕著な問題なし,15,legitimate,"brand_detected,brand_fuzzy2,brand_typosquat,brand_tld_mismatch,critical_brand",0.4,opensea (fuzzy2),ブランド候補 opensea (fuzzy2) を含むドメイン構造を検出,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,1,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
gzzsxl.com,0.1754781,True,0.75,high,9.516725301742554,0,,trusted,0,0,com,FP,gzzsxl,6,low,False,"short,random_pattern,rare_bigram_random",0.35000000000000003,短い(6文字) / ランダム指標(母音率=0.00<0.2) / レアバイグラム検出(比率=0.400),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
spine-health.com,0.04103623,True,0.85,high,4.607285499572754,0,,trusted,0,0,com,FP,spine-health,12,very_low,False,,0.0,"正規ドメインホワイトリスト一致(None, conf=0.88) によりリスク軽減",12,legitimate,"brand_detected,brand_fuzzy2,brand_typosquat,brand_tld_mismatch,critical_brand",0.4,sbinet (fuzzy2),ブランド候補 sbinet (fuzzy2) を含むドメイン構造を検出,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation,legitimate_domain_mitigation",has_crl_dp,0.27999999999999997,Let's Encrypt,4,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Domain is in legitimate whitelist; certificate risk mitigated | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
12fret.com,0.059969265,True,0.85,high,9.20791220664978,0,,trusted,0,0,com,FP,12fret,6,very_low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,8,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
bclplaw.com,0.84245676,True,0.84245676,high,8.98706316947937,0,,trusted,0,1,com,FP,bclplaw,7,high,False,random_pattern,0.2,ランダム指標(母音率=0.14<0.2),7,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,1,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt,,0.0,
slot1234.cc,0.06555995,True,0.75,high,9.927064657211304,0,,trusted,0,0,cc,FP,slot1234,8,very_low,True,"dangerous_tld,repeating_pattern_dangerous_tld",0.4,危険TLD(cc),8,dangerous,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
szydft.com,0.20654604,True,0.75,high,8.975309133529663,0,,trusted,0,0,com,FP,szydft,6,low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.00<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
cnhub.xyz,0.102489196,True,0.75,high,5.416112899780273,0,,trusted,0,0,xyz,FP,cnhub,5,low,True,"short,dangerous_tld",0.35,短い(5文字) / 危険TLD(xyz),5,dangerous,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
tnnbt.in,0.073639385,True,0.75,high,8.688083410263062,0,,trusted,0,0,in,FP,tnnbt,5,very_low,False,"short,random_pattern",0.30000000000000004,短い(5文字) / ランダム指標(母音率=0.00<0.2) || [CCTLD CONTEXT] .in is the country-code TLD for India. Short domains (5 chars) are common on ccTLDs for government/corporate abbreviations. This context should reduce suspicion of random_pattern detection.,5,unknown,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"no_org,benign_cert_mitigation","has_crl_dp,long_validity",0.0,"GoDaddy.com, Inc.",1,True,"No organization (O=) field in subject | BENIGN: Has CRL Distribution Points / Long validity (365 days) / Certificate risk mitigated by benign indicators / Issuer: GoDaddy.com, Inc. || INTERPRETATIONS: [VALIDITY SAFE] Extended validity (365 days). Often indicates paid certificate. Slightly more trustworthy.",,0.0,
frappr.com,0.31328177,True,0.75,high,9.171096086502075,0,,trusted,0,0,com,FP,frappr,6,medium,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,1,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt,,0.0,
alfcls.com,0.27132985,True,0.75,high,9.064208269119264,0,,trusted,0,0,com,FP,alfcls,6,low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,ZeroSSL,3,False,"Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) / Issuer: ZeroSSL || INTERPRETATIONS: [CA CAUTION] ZeroSSL/cPanel: Free, automated issuance. Commonly used by phishing sites for quick setup.",,0.0,
roadamerica.com,0.88449603,True,0.88449603,high,9.053274154663086,0,,trusted,0,1,com,FP,roadamerica,11,high,False,,0.0,短いドメインの顕著な問題なし,11,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,8,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt,,0.0,
interracial-dating-websites.com,0.6000266,True,0.85,high,9.02572774887085,0,,trusted,0,1,com,FP,interracial-dating-websites,27,high,False,,0.0,短いドメインの顕著な問題なし,27,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,1,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt,,0.0,
wcmspi.com,0.051043924,True,0.75,high,9.309454202651978,0,,trusted,0,0,com,FP,wcmspi,6,very_low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,3,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
cbs4boston.com,0.18429507,True,0.85,high,9.030024528503418,0,,trusted,0,0,com,FP,cbs4boston,10,low,False,digit_mixed_random,0.2,短いドメインの顕著な問題なし,10,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,1,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
blu-express.com,0.087564774,True,0.85,high,3.85516881942749,0,,trusted,0,0,com,FP,blu-express,11,very_low,False,,0.0,短いドメインの顕著な問題なし,11,legitimate,"brand_detected,brand_fuzzy2,brand_typosquat,brand_tld_mismatch,critical_brand",0.4,aliexpress (fuzzy2),ブランド候補 aliexpress (fuzzy2) を含むドメイン構造を検出,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
dqcdv.com,0.18967897,True,0.75,high,5.334840536117554,0,,trusted,0,0,com,FP,dqcdv,5,low,False,"short,random_pattern",0.30000000000000004,短い(5文字) / ランダム指標(母音率=0.00<0.2),5,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation","has_crl_dp,high_san_count",0.28,Let's Encrypt,10,True,"Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / High SAN count (10, non-dangerous TLD) / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt",,0.0,
gymostrov.cz,0.6519639,True,0.85,high,9.178575277328491,0,,trusted,0,1,cz,FP,gymostrov,9,high,False,consonant_cluster_random,0.2,子音クラスター検出(2個),9,unknown,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,2,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
xlyrica.online,0.68162394,True,0.75,high,4.510973930358887,0,,trusted,0,1,online,FP,xlyrica,7,high,True,dangerous_tld,0.25,危険TLD(online),7,dangerous,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,1,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN RISK] SAN=1 on dangerous TLD: High risk combination. 79.6% of such domains are phishing in dataset.,,0.0,
nbc4.com,0.29484653,True,0.75,high,8.850636005401611,0,,trusted,0,0,com,FP,nbc4,4,low,False,"short,random_pattern",0.30000000000000004,短い(4文字) / ランダム指標(母音率=0.00<0.2),4,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
qcnews.com,0.60357136,True,0.75,high,4.682748556137085,0,,trusted,0,1,com,FP,qcnews,6,high,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,1,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt,,0.0,
xxxxxx.com,0.10462145,True,0.85,high,4.964358568191528,0,,trusted,0,0,com,FP,xxxxxx,6,low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.00<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
cn-wps.com,0.14267357,True,0.75,high,9.090306758880615,0,,trusted,0,0,com,FP,cn-wps,6,low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.00<0.2),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (90 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
betvisa.games,0.07729757,True,0.85,high,4.056443452835083,0,,trusted,0,0,games,FP,betvisa,7,very_low,False,,0.0,短いドメインの顕著な問題なし,7,unknown,"brand_detected,brand_substring,brand_tld_mismatch,critical_brand",0.4,visa (substring),ブランド候補 visa (substring) を含むドメイン構造を検出,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Google Trust Services,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Google Trust Services || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
graphy.app,0.05762618,True,0.75,high,9.378055572509766,0,,trusted,0,0,app,FP,graphy,6,very_low,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,unknown,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,1,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt,,0.0,
abna24.com,0.5723339,True,0.75,high,4.913132190704346,0,,trusted,0,1,com,FP,abna24,6,high,False,short,0.1,短い(6文字),6,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity",,0.55,Let's Encrypt,2,False,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
docvino.com,0.65953416,True,0.65953416,medium-high,9.342689752578735,0,,trusted,0,1,com,FP,docvino,7,high,False,,0.0,短いドメインの顕著な問題なし,7,legitimate,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",high_san_count,0.43000000000000005,Let's Encrypt,11,False,"Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: High SAN count (11, non-dangerous TLD) / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt",,0.0,
mmnews.tv,0.4195659,True,0.75,high,9.086264848709106,0,,trusted,0,0,tv,FP,mmnews,6,medium,False,"short,random_pattern",0.30000000000000004,短い(6文字) / ランダム指標(母音率=0.17<0.2),6,unknown,,0.0,,既知ブランド名に対する明確ななりすましパターンは検出されなかった,"free_ca,no_org,short_term,free_ca_no_org,dv_weak_identity,benign_cert_mitigation",has_crl_dp,0.4,Let's Encrypt,2,True,Issued by free/low-assurance CA / No organization (O=) field in subject / Short validity period (89 days ≤ 90) | BENIGN: Has CRL Distribution Points / Certificate risk mitigated by benign indicators / Issuer: Let's Encrypt || INTERPRETATIONS: [SAN SAFE] SAN=2: Standard configuration (domain + www). 61.5% of benign sites use this. Only 11.3% phishing rate. Strong benign indicator.,,0.0,
