idx,domain,tld,ml_probability,stage1_pred,y_true,p_error,uncertainty,defer_score,is_dangerous_tld,is_idn,brand_hit,pool_priority,pool_optional,selected,selected_priority,selected_optional,safe_benign
28421,forlife-co.com,com,0.104492605,0,1,0.934653257594018,0.20898521,0.934653257594018,0,0,0,0,0,1,0,0,0
28530,kamagra-il.com,com,0.119050324,0,0,0.9556761684415064,0.23810065,0.9556761684415064,0,0,0,0,0,1,0,0,0
28628,pt-trackingctt.com,com,0.22525565,0,1,0.9887539808833542,0.45051134,0.9887539808833542,0,0,0,0,0,1,0,0,0
28634,id-t.com,com,0.08307613,0,0,0.8802123394633921,0.16615224,0.8802123394633921,0,0,0,0,0,1,0,0,0
28681,sparklewpthemes.com,com,0.2891961,0,0,0.9746274487155496,0.5783922,0.9746274487155496,0,0,0,0,0,1,0,0,0
28776,marketingland.com,com,0.12945683,0,0,0.8541132265917334,0.25891364,0.8541132265917334,0,0,0,0,0,1,0,0,0
28811,mondialrelay-programmer.com,com,0.27994442,0,1,0.9910236588330524,0.55988884,0.9910236588330524,0,0,0,0,0,1,0,0,0
28835,keycodeactivation.com,com,0.07093934,0,0,0.8523937703016088,0.14187866,0.8523937703016088,0,0,0,0,0,1,0,0,0
28889,breakingnewsenglish.com,com,0.22379676,0,0,0.9585933241620136,0.4475935,0.9585933241620136,0,0,0,0,0,1,0,0,0
28935,surpluscenter.com,com,0.25518885,0,0,0.97019026751865,0.5103777,0.97019026751865,0,0,0,0,0,1,0,0,0
28941,darienite.com,com,0.06461206,0,0,0.8731134965038018,0.12922412,0.8731134965038018,0,0,0,0,0,1,0,0,0
28973,yarus-tech.com,com,0.16645171,0,1,0.9801698303576746,0.3329034,0.9801698303576746,0,0,0,0,0,1,0,0,0
29040,bbz668.com,com,0.095299274,0,1,0.8549341718076541,0.19059855,0.8549341718076541,0,0,0,0,0,1,0,0,0
29074,nxsttv.com,com,0.12939855,0,0,0.9546995706575808,0.2587971,0.9546995706575808,0,0,0,0,0,1,0,0,0
29170,tides4fishing.com,com,0.19450828,0,0,0.9532310072194402,0.38901657,0.9532310072194402,0,0,0,0,0,1,0,0,0
29202,basic-tutorials.com,com,0.17563586,0,0,0.9819616469362312,0.35127175,0.9819616469362312,0,0,0,0,0,1,0,0,0
29233,sunjeetcommunications.com,com,0.10336303,0,1,0.9316820710650926,0.20672607,0.9316820710650926,0,0,0,0,0,1,0,0,0
29268,masonic-lodge-of-education.com,com,0.19970086,0,0,0.9828552784693108,0.39940172,0.9828552784693108,0,0,0,0,0,1,0,0,0
29308,drprice.com,com,0.21971728,0,0,0.971443704671554,0.43943453,0.971443704671554,0,0,0,0,0,1,0,0,0
29322,ptovesindo.com,com,0.15431449,0,1,0.9076424929181292,0.30862898,0.9076424929181292,0,0,0,0,0,1,0,0,0
29356,kamaulaw.com,com,0.069205746,0,1,0.8572112963750539,0.13841152,0.8572112963750539,0,0,0,0,0,1,0,0,0
29380,slot-online.com,com,0.1140624,0,0,0.9475136356268792,0.2281248,0.9475136356268792,0,0,0,0,0,1,0,0,0
29474,iaygehwiwhgdud.com,com,0.21108353,0,1,0.9588057279732752,0.42216706,0.9588057279732752,0,0,0,0,0,1,0,0,0
29637,omniahcenter.com,com,0.25317642,0,1,0.9750321728094166,0.50635284,0.9750321728094166,0,0,0,0,0,1,0,0,0
29838,pinewaygolf.com,com,0.236117,0,0,0.9658261807492023,0.472234,0.9658261807492023,0,0,0,0,0,1,0,0,0
29956,jellybelly.com,com,0.12460071,0,0,0.9459768839736976,0.24920142,0.9459768839736976,0,0,0,0,0,1,0,0,0
30014,zippyshare.com,com,0.08688981,0,0,0.8733741307334835,0.1737796,0.8733741307334835,0,0,0,0,0,1,0,0,0
30068,extreme-bg.com,com,0.11154409,0,0,0.941559357026866,0.22308815,0.941559357026866,0,0,0,0,0,1,0,0,0
30151,e-healthdomains.com,com,0.116361864,0,0,0.9357694960017552,0.23272371,0.9357694960017552,0,0,0,0,0,1,0,0,0
30152,jenhair.com,com,0.070303634,0,0,0.85178849870073,0.14060724,0.85178849870073,0,0,0,0,0,1,0,0,0
30204,materializecss.com,com,0.17413226,0,0,0.9327579403640844,0.34826452,0.9327579403640844,0,0,0,0,0,1,0,0,0
30216,driftworks.com,com,0.09820395,0,0,0.9113545438400604,0.19640791,0.9113545438400604,0,0,0,0,0,1,0,0,0
30222,xn--krken15-bn4c.com,com,0.26645854,0,0,0.983651495644686,0.5329171,0.983651495644686,0,1,0,1,0,1,1,0,0
30255,mrdustbin.com,com,0.25971645,0,0,0.9645691284601692,0.5194329,0.9645691284601692,0,0,0,0,0,1,0,0,0
30380,smart-knit-crocheting.com,com,0.09797854,0,0,0.9106776128399424,0.19595706,0.9106776128399424,0,0,0,0,0,1,0,0,0
30394,shopnhob.com,com,0.15271029,0,0,0.9365420028351884,0.30542058,0.9365420028351884,0,0,0,0,0,1,0,0,0
30470,justgamblers.com,com,0.07953685,0,0,0.8668295211863905,0.15907371,0.8668295211863905,0,0,0,0,0,1,0,0,0
30517,actualidad-rt.com,com,0.12125894,0,0,0.9485738779374135,0.24251789,0.9485738779374135,0,0,0,0,0,1,0,0,0
30530,doudouetstiletto.com,com,0.08097233,0,0,0.8783351500350128,0.16194463,0.8783351500350128,0,0,0,0,0,1,0,0,0
30572,mount-it.com,com,0.18874244,0,0,0.9827273083545044,0.37748492,0.9827273083545044,0,0,0,0,0,1,0,0,0
30607,definepoint.com,com,0.15418038,0,0,0.945617679215866,0.30836076,0.945617679215866,0,0,0,0,0,1,0,0,0
30716,nonggufun-ko.com,com,0.10380098,0,0,0.929867589232693,0.20760196,0.929867589232693,0,0,0,0,0,1,0,0,0
30737,snntv.com,com,0.11414764,0,0,0.9353455428443408,0.22829527,0.9353455428443408,0,0,0,0,0,1,0,0,0
30738,lawyer-il.com,com,0.11906466,0,0,0.9526850741916744,0.23812932,0.9526850741916744,0,0,0,0,0,1,0,0,0
30797,agri-sys.com,com,0.14607398,0,0,0.9572843018735322,0.292148,0.9572843018735322,0,0,0,0,0,1,0,0,0
30952,newteevee.com,com,0.078746475,0,0,0.861884665271622,0.15749294,0.861884665271622,0,0,0,0,0,1,0,0,0
31079,ouibus.com,com,0.26652437,0,0,0.9870578908822653,0.53304875,0.9870578908822653,0,0,0,0,0,1,0,0,0
31101,gl-projects.com,com,0.081502244,0,1,0.8615845954596298,0.16300452,0.8615845954596298,0,0,0,0,0,1,0,0,0
31249,ikjzd.com,com,0.11573899,0,0,0.8645158442404718,0.23147798,0.8645158442404718,0,0,0,0,0,1,0,0,0
31327,premierhotel-group.com,com,0.14261532,0,0,0.9689065805088248,0.28523064,0.9689065805088248,0,0,0,0,0,1,0,0,0
31357,drivearabia.com,com,0.078679495,0,0,0.8840822735930226,0.157359,0.8840822735930226,0,0,0,0,0,1,0,0,0
31509,authoraevia.com,com,0.07375034,0,0,0.8920395790553234,0.1475007,0.8920395790553234,0,0,0,0,0,1,0,0,0
31554,brewminate.com,com,0.15310861,0,0,0.915841017535124,0.3062172,0.915841017535124,0,0,0,0,0,1,0,0,0
31749,auderecouture.com,com,0.06743013,0,0,0.85526222486151,0.13486028,0.85526222486151,0,0,0,0,0,1,0,0,0
31807,resalat-news.com,com,0.09701766,0,0,0.914577909188897,0.19403529,0.914577909188897,0,0,0,0,0,1,0,0,0
31875,mykita.com,com,0.18190786,0,0,0.940942698870452,0.36381572,0.940942698870452,0,0,0,0,0,1,0,0,0
31878,noborders-realestate.com,com,0.14397696,0,0,0.9339049336108376,0.2879539,0.9339049336108376,0,0,0,0,0,1,0,0,0
31887,festtr.com,com,0.16082829,0,0,0.9718616718156368,0.32165658,0.9718616718156368,0,0,0,0,0,1,0,0,0
31998,ipf-patent.com,com,0.12312123,0,1,0.9519233132556282,0.24624246,0.9519233132556282,0,0,0,0,0,1,0,0,0
32001,game-dog.com,com,0.106924415,0,0,0.9176345676634428,0.21384883,0.9176345676634428,0,0,0,0,0,1,0,0,0
32057,centrale-brico.com,com,0.2546565,0,0,0.99123726741071,0.509313,0.99123726741071,0,0,0,0,0,1,0,0,0
32119,europeannewsroom.com,com,0.074834146,0,0,0.8604808280387726,0.14966828,0.8604808280387726,0,0,0,0,0,1,0,0,0
32333,tmcon-llc.com,com,0.18417946,0,0,0.9716512779259951,0.3683589,0.9716512779259951,0,0,0,0,0,1,0,0,0
32339,playmarket-dlya-kompyutera.com,com,0.1350129,0,0,0.9633296762353968,0.2700258,0.9633296762353968,0,0,0,0,0,1,0,0,0
32682,sciforums.com,com,0.12921447,0,0,0.9241682909447474,0.25842893,0.9241682909447474,0,0,0,0,0,1,0,0,0
32893,lockers-pointrelais.com,com,0.143867,0,1,0.9686219523370516,0.28773403,0.9686219523370516,0,0,0,0,0,1,0,0,0
32894,veggieperrins.com,com,0.13469747,0,1,0.8854445218933142,0.26939493,0.8854445218933142,0,0,0,0,0,1,0,0,0
32911,pancretaonline-grnew.com,com,0.14349544,0,1,0.9731612289584036,0.28699088,0.9731612289584036,0,0,0,0,0,1,0,0,0
33132,ncbon.com,com,0.11936936,0,0,0.94735209826125,0.23873872,0.94735209826125,0,0,0,0,0,1,0,0,0
33246,pooljax.com,com,0.29211643,0,1,0.976338237684444,0.58423287,0.976338237684444,0,0,0,0,0,1,0,0,0
33275,ejemplo.com,com,0.08215019,0,0,0.8540757819694008,0.16430038,0.8540757819694008,0,0,0,0,0,1,0,0,0
33354,jucreditzc.com,com,0.17483358,0,1,0.932101737640769,0.3496672,0.932101737640769,0,0,0,0,0,1,0,0,0
33365,pdhcbd.com,com,0.19291636,0,0,0.9819137021833508,0.38583273,0.9819137021833508,0,0,0,0,0,1,0,0,0
33519,cf-brands.com,com,0.15721771,0,1,0.9734716498175892,0.31443542,0.9734716498175892,0,0,0,0,0,1,0,0,0
33590,gertrude-store.com,com,0.068989016,0,0,0.8639143153590256,0.13797802,0.8639143153590256,0,0,0,0,0,1,0,0,0
33819,dr-nos.com,com,0.09164764,0,0,0.9001502473518146,0.18329525,0.9001502473518146,0,0,0,0,0,1,0,0,0
33869,flashissue.com,com,0.073692806,0,0,0.8652979102268867,0.1473856,0.8652979102268867,0,0,0,0,0,1,0,0,0
33930,get-bible.com,com,0.15907478,0,1,0.9743391112062004,0.31814957,0.9743391112062004,0,0,0,0,0,1,0,0,0
34011,blackgate.com,com,0.15646733,0,0,0.9008590280722578,0.31293464,0.9008590280722578,0,0,0,0,0,1,0,0,0
34014,subli-star.com,com,0.11416248,0,0,0.9427863507161331,0.22832495,0.9427863507161331,0,0,0,0,0,1,0,0,0
34129,advertiser-tribune.com,com,0.13604593,0,0,0.9674281417834476,0.27209187,0.9674281417834476,0,0,0,0,0,1,0,0,0
34183,promocode-iherb.com,com,0.10685709,0,0,0.9407145869518084,0.21371418,0.9407145869518084,0,0,0,0,0,1,0,0,0
34237,bridging-the-gap.com,com,0.24943681,0,0,0.988249031103332,0.4988736,0.988249031103332,0,0,0,0,0,1,0,0,0
34248,shimoda-aquarium.com,com,0.21889766,0,0,0.9889950517004628,0.43779528,0.9889950517004628,0,0,0,0,0,1,0,0,0
34272,jzzjq.com,com,0.21785064,0,0,0.9842643622293028,0.43570125,0.9842643622293028,0,0,0,0,0,1,0,0,0
34519,hlcoins.com,com,0.2796959,0,1,0.970817806188332,0.5593918,0.970817806188332,0,0,0,0,0,1,0,0,0
34687,salty-lashes.com,com,0.17263477,0,0,0.9801118861305652,0.34526956,0.9801118861305652,0,0,0,0,0,1,0,0,0
34724,yoyogames.com,com,0.19758852,0,0,0.9499426753170396,0.395177,0.9499426753170396,0,0,0,0,0,1,0,0,0
34919,moto-sound.com,com,0.1045885,0,0,0.938886427399626,0.20917702,0.938886427399626,0,0,0,0,0,1,0,0,0
35031,ede-group.com,com,0.19767408,0,0,0.9851411803311906,0.3953482,0.9851411803311906,0,0,0,0,0,1,0,0,0
35135,unit-led.com,com,0.124178804,0,0,0.9561338594515773,0.2483576,0.9561338594515773,0,0,0,0,0,1,0,0,0
35193,lovuem.com,com,0.1321446,0,0,0.9369025807425064,0.2642892,0.9369025807425064,0,0,0,0,0,1,0,0,0
35341,mrluckypov.com,com,0.10775023,0,0,0.9266008081504044,0.21550047,0.9266008081504044,0,0,0,0,0,1,0,0,0
35348,tippinsights.com,com,0.17693892,0,0,0.9484004044638964,0.35387784,0.9484004044638964,0,0,0,0,0,1,0,0,0
35433,portsmouth-dailytimes.com,com,0.12315858,0,0,0.9485625836055096,0.24631715,0.9485625836055096,0,0,0,0,0,1,0,0,0
35451,sxssydb.com,com,0.22685745,0,0,0.9864122932363928,0.4537149,0.9864122932363928,0,0,0,0,0,1,0,0,0
35489,homestoriesatoz.com,com,0.18852137,0,0,0.9476681620405358,0.37704277,0.9476681620405358,0,0,0,0,0,1,0,0,0
35500,wfqqmy.com,com,0.14514793,0,0,0.9640525099332814,0.29029584,0.9640525099332814,0,0,0,0,0,1,0,0,0
35562,28st01.com,com,0.12093203,0,0,0.8643189727349881,0.24186409,0.8643189727349881,0,0,0,0,0,1,0,0,0
35573,themezhut.com,com,0.122125685,0,0,0.9119457078339158,0.24425137,0.9119457078339158,0,0,0,0,0,1,0,0,0
35617,antelys.com,com,0.093853556,0,1,0.9041612738562028,0.18770713,0.9041612738562028,0,0,0,0,0,1,0,0,0
35643,dewinter.com,com,0.07230027,0,0,0.855301138290685,0.14460051,0.855301138290685,0,0,0,0,0,1,0,0,0
35649,normanfinkelstein.com,com,0.13863926,0,0,0.8869851512000171,0.27727854,0.8869851512000171,0,0,0,0,0,1,0,0,0
35775,rtfkt.com,com,0.106402405,0,0,0.9255966164681824,0.2128048,0.9255966164681824,0,0,0,0,0,1,0,0,0
35813,amazonexpressreviews.com,com,0.11222612,0,1,0.8754091144280685,0.22445226,0.8754091144280685,0,0,0,0,0,1,0,0,0
35852,hbcubuzz.com,com,0.09145357,0,0,0.8981679209745392,0.1829071,0.8981679209745392,0,0,0,0,0,1,0,0,0
35916,zenritsusen-care.com,com,0.12913863,0,1,0.9612027858577508,0.2582773,0.9612027858577508,0,0,0,0,0,1,0,0,0
36023,sfr-esim-info.com,com,0.29784772,0,1,0.967011630804122,0.59569544,0.967011630804122,0,0,0,0,0,1,0,0,0
36039,megatokyo.com,com,0.29983202,0,0,0.9747006524436834,0.59966403,0.9747006524436834,0,0,0,0,0,1,0,0,0
36056,fmlink.com,com,0.071191296,0,0,0.8524853108705177,0.14238262,0.8524853108705177,0,0,0,0,0,1,0,0,0
36063,artifactuprising.com,com,0.1850317,0,0,0.942381470315358,0.37006342,0.942381470315358,0,0,0,0,0,1,0,0,0
36166,rpmrcproducts.com,com,0.10466331,0,0,0.9188794988177436,0.20932662,0.9188794988177436,0,0,0,0,0,1,0,0,0
36228,buckhead.com,com,0.06714684,0,0,0.867801267762209,0.13429368,0.867801267762209,0,0,0,0,0,1,0,0,0
36333,hhtzff.com,com,0.20994046,0,0,0.9846181522849992,0.41988093,0.9846181522849992,0,0,0,0,0,1,0,0,0
36392,slpgjx.com,com,0.22060335,0,0,0.985997367451414,0.4412067,0.985997367451414,0,0,0,0,0,1,0,0,0
36421,mizuha-bask.com,com,0.17986043,0,1,0.96262240894297,0.35972083,0.96262240894297,0,0,0,0,0,1,0,0,0
36487,vojomag.com,com,0.13762897,0,0,0.9010506153385724,0.27525795,0.9010506153385724,0,0,0,0,0,1,0,0,0
36544,ats-global.com,com,0.14401957,0,0,0.971266370051544,0.28803915,0.971266370051544,0,0,0,0,0,1,0,0,0
36573,faithwire.com,com,0.24805363,0,0,0.9698765715460816,0.49610722,0.9698765715460816,0,0,0,0,0,1,0,0,0
36586,cbdx-series.com,com,0.13108662,0,0,0.965177386107813,0.26217324,0.965177386107813,0,0,0,0,0,1,0,0,0
36594,examplelink.com,com,0.16713138,0,0,0.9292619804357166,0.33426273,0.9292619804357166,0,0,0,0,0,1,0,0,0
36621,yhgvfr.com,com,0.20179297,0,0,0.9838238530054464,0.4035859,0.9838238530054464,0,0,0,0,0,1,0,0,0
36653,cuba-junky.com,com,0.11241886,0,0,0.9435963101111272,0.22483772,0.9435963101111272,0,0,0,0,0,1,0,0,0
36680,primarkonlinecatalogo.com,com,0.28473166,0,0,0.9770526552098334,0.5694633,0.9770526552098334,0,0,0,0,0,1,0,0,0
37056,casesol.com,com,0.13723311,0,1,0.9402363489456604,0.27446622,0.9402363489456604,0,0,0,0,0,1,0,0,0
37070,totallycrap.com,com,0.10342265,0,0,0.9144044177727776,0.20684528,0.9144044177727776,0,0,0,0,0,1,0,0,0
37119,fsdjgj.com,com,0.21549694,0,0,0.9852761867230406,0.4309939,0.9852761867230406,0,0,0,0,0,1,0,0,0
37265,alutech-group.com,com,0.10316766,0,0,0.9354624917029738,0.2063353,0.9354624917029738,0,0,0,0,0,1,0,0,0
37385,al-madina.com,com,0.08428115,0,0,0.8705950343384181,0.1685623,0.8705950343384181,0,0,0,0,0,1,0,0,0
37492,cres-support.com,com,0.08784018,0,1,0.8958614584118587,0.17568034,0.8958614584118587,0,0,0,0,0,1,0,0,0
37494,kairos-trogir.com,com,0.179655,0,0,0.961386085861756,0.35931003,0.961386085861756,0,0,0,0,0,1,0,0,0
37510,seenandheard-international.com,com,0.13269833,0,0,0.960157106794588,0.26539665,0.960157106794588,0,0,0,0,0,1,0,0,0
37841,barcelona-tourist-guide.com,com,0.18399182,0,0,0.978735521471448,0.36798364,0.978735521471448,0,0,0,0,0,1,0,0,0
37870,ins-globalconsulting.com,com,0.21120815,0,0,0.9856225906478756,0.42241633,0.9856225906478756,0,0,0,0,0,1,0,0,0
37916,lee-associates.com,com,0.10964444,0,0,0.9423221053965618,0.21928889,0.9423221053965618,0,0,0,0,0,1,0,0,0
38094,news24online.com,com,0.120158404,0,0,0.9385646283000046,0.24031681,0.9385646283000046,0,0,0,0,0,1,0,0,0
38196,nozominosato-nagashima.com,com,0.14695187,0,1,0.9705569609399448,0.2939037,0.9705569609399448,0,0,0,0,0,1,0,0,0
38256,wjbf.com,com,0.17800881,0,0,0.9292279423249584,0.3560176,0.9292279423249584,0,0,0,0,0,1,0,0,0
38303,youaishidai.com,com,0.08020451,0,1,0.8873043606326219,0.16040903,0.8873043606326219,0,0,0,0,0,1,0,0,0
38377,breezewiki.com,com,0.08542926,0,0,0.9038620762069624,0.1708585,0.9038620762069624,0,0,0,0,0,1,0,0,0
38400,mlb-korea.com,com,0.12510861,0,0,0.9546763401419542,0.2502172,0.9546763401419542,0,0,0,0,0,1,0,0,0
38446,balticexchange.com,com,0.18255506,0,0,0.9563003039279144,0.36511016,0.9563003039279144,0,0,0,0,0,1,0,0,0
38527,urs-certification.com,com,0.12837234,0,0,0.9526246200281172,0.25674468,0.9526246200281172,0,0,0,0,0,1,0,0,0
38568,bottomlineinc.com,com,0.14920834,0,0,0.9099593867636496,0.29841667,0.9099593867636496,0,0,0,0,0,1,0,0,0
38622,22bet-cameroon.com,com,0.23087415,0,0,0.9882931390029888,0.4617483,0.9882931390029888,0,0,0,0,0,1,0,0,0
38784,1password.com,com,0.12911241,0,0,0.9473502843127732,0.25822484,0.9473502843127732,0,0,0,0,0,1,0,0,0
38818,jp-ppy.com,com,0.23371845,0,1,0.9837959241547124,0.4674369,0.9837959241547124,0,0,0,0,0,1,0,0,0
38849,ridgelinebooking.com,com,0.12246166,0,1,0.9039626198805448,0.24492335,0.9039626198805448,0,0,0,0,0,1,0,0,0
38880,hoybolivia.com,com,0.0791791,0,0,0.8833734859363914,0.15835822,0.8833734859363914,0,0,0,0,0,1,0,0,0
38891,abas-erp.com,com,0.15023048,0,0,0.974977879687461,0.30046093,0.974977879687461,0,0,0,0,0,1,0,0,0
38947,kmjsyy.com,com,0.25818628,0,0,0.9892546630867156,0.51637256,0.9892546630867156,0,0,0,0,0,1,0,0,0
39061,mon-environnement-edf.com,com,0.28312984,0,1,0.9912885391831374,0.5662597,0.9912885391831374,0,0,0,0,0,1,0,0,0
39112,the-media-leader.com,com,0.111046016,0,0,0.933179486649421,0.22209203,0.933179486649421,0,0,0,0,0,1,0,0,0
39209,idme-verifications.com,com,0.12466085,0,1,0.9522684382308082,0.2493217,0.9522684382308082,0,0,0,0,0,1,0,0,0
39253,laomaal.com,com,0.2227628,0,1,0.966196091015344,0.4455256,0.966196091015344,0,0,0,0,0,1,0,0,0
39285,mommyish.com,com,0.23434864,0,0,0.9628774871300944,0.4686973,0.9628774871300944,0,0,0,0,0,1,0,0,0
39405,91-divoc.com,com,0.11890968,0,0,0.9407898486902164,0.23781937,0.9407898486902164,0,0,0,0,0,1,0,0,0
39608,amazon-account-server.com,com,0.2842891,0,1,0.9709551977734326,0.5685782,0.9709551977734326,0,0,0,0,0,1,0,0,0
39619,mccarthychevyls.com,com,0.13865672,0,0,0.9577165433279572,0.27731347,0.9577165433279572,0,0,0,0,0,1,0,0,0
39651,granollerstv.com,com,0.07873018,0,1,0.8568892351748192,0.15746033,0.8568892351748192,0,0,0,0,0,1,0,0,0
39743,reklamni-materijal.com,com,0.27521113,0,0,0.992158291640711,0.55042225,0.992158291640711,0,0,0,0,0,1,0,0,0
39802,sword-buyers-guide.com,com,0.13400875,0,0,0.9603291270821198,0.26801753,0.9603291270821198,0,0,0,0,0,1,0,0,0
39958,luxury-legs.com,com,0.090285465,0,0,0.8997545694893689,0.18057096,0.8997545694893689,0,0,0,0,0,1,0,0,0
40012,ritetag.com,com,0.22694731,0,0,0.9681611398442748,0.45389462,0.9681611398442748,0,0,0,0,0,1,0,0,0
40014,costumekingdom.com,com,0.105894975,0,0,0.8562743997497785,0.21178997,0.8562743997497785,0,0,0,0,0,1,0,0,0
40019,coachweb.com,com,0.27349854,0,0,0.9713167939610222,0.5469971,0.9713167939610222,0,0,0,0,0,1,0,0,0
40139,no-site.com,com,0.11507588,0,0,0.9354857682549116,0.23015177,0.9354857682549116,0,0,0,0,0,1,0,0,0
40230,amalgama-lab.com,com,0.11484609,0,0,0.9372104905524482,0.22969216,0.9372104905524482,0,0,0,0,0,1,0,0,0
40297,thedubrovniktimes.com,com,0.18417282,0,0,0.936461083146852,0.36834562,0.936461083146852,0,0,0,0,0,1,0,0,0
40327,icma-info.com,com,0.16156481,0,0,0.9750857328917014,0.32312965,0.9750857328917014,0,0,0,0,0,1,0,0,0
40347,luzuk.com,com,0.23152144,0,0,0.9688986162151636,0.46304286,0.9688986162151636,0,0,0,0,0,1,0,0,0
40353,vegas-valley.com,com,0.075964585,0,0,0.8658308082993968,0.15192914,0.8658308082993968,0,0,0,0,0,1,0,0,0
40360,footballshirtculture.com,com,0.20953324,0,0,0.9449479649683632,0.4190665,0.9449479649683632,0,0,0,0,0,1,0,0,0
40481,agitateur-floral.com,com,0.18674803,0,0,0.9826558758622208,0.37349606,0.9826558758622208,0,0,0,0,0,1,0,0,0
40516,app-tokyo.com,com,0.1917126,0,1,0.943188535861102,0.38342524,0.943188535861102,0,0,0,0,0,1,0,0,0
40517,szdsib.com,com,0.25883812,0,1,0.978016136679236,0.51767623,0.978016136679236,0,0,0,0,0,1,0,0,0
40540,bigthings.com,com,0.1294732,0,0,0.9056599581321656,0.25894642,0.9056599581321656,0,0,0,0,0,1,0,0,0
40854,dzhsj.com,com,0.12730907,0,0,0.9616772021920552,0.25461817,0.9616772021920552,0,0,0,0,0,1,0,0,0
40973,soundful.com,com,0.27079517,0,0,0.970402795401613,0.54159033,0.970402795401613,0,0,0,0,0,1,0,0,0
41035,bpwfr.com,com,0.10459735,0,0,0.9247535349035804,0.20919472,0.9247535349035804,0,0,0,0,0,1,0,0,0
41048,enjoy-swimming.com,com,0.107662,0,0,0.9295514402691618,0.21532398,0.9295514402691618,0,0,0,0,0,1,0,0,0
41142,delmark.com,com,0.07167716,0,0,0.8779378440631008,0.1433543,0.8779378440631008,0,0,0,0,0,1,0,0,0
41167,betting-casinos.com,com,0.088537574,0,0,0.9076192990863572,0.17707515,0.9076192990863572,0,0,0,0,0,1,0,0,0
41198,6street.com,com,0.27001062,0,0,0.989806153817036,0.54002124,0.989806153817036,0,0,0,0,0,1,0,0,0
41217,kurashi-kyoiku.com,com,0.08140574,0,0,0.884405955073904,0.16281146,0.884405955073904,0,0,0,0,0,1,0,0,0
41231,onlyfans.com,com,0.09215616,0,0,0.8955801240452173,0.18431234,0.8955801240452173,0,0,0,0,0,1,0,0,0
41240,candylandslotmachine.com,com,0.17615093,0,0,0.935837075439176,0.35230184,0.935837075439176,0,0,0,0,0,1,0,0,0
41330,901loans901.com,com,0.14477618,0,1,0.8716104256142619,0.28955233,0.8716104256142619,0,0,0,0,0,1,0,0,0
41332,fadingtowardenlightenment.com,com,0.12967278,0,0,0.9667134464158866,0.25934553,0.9667134464158866,0,0,0,0,0,1,0,0,0
41503,sport-annecy.com,com,0.101755075,0,0,0.9291127078075756,0.20351017,0.9291127078075756,0,0,0,0,0,1,0,0,0
41517,prospertx-sports.com,com,0.11681234,0,0,0.9348705297735708,0.2336247,0.9348705297735708,0,0,0,0,0,1,0,0,0
41528,thatmutt.com,com,0.10750607,0,0,0.9345043288835212,0.21501213,0.9345043288835212,0,0,0,0,0,1,0,0,0
41649,1077thebone.com,com,0.14822413,0,0,0.9539220917616746,0.29644823,0.9539220917616746,0,0,0,0,0,1,0,0,0
41657,musee-dior-granville.com,com,0.12663697,0,0,0.9555346551705288,0.25327396,0.9555346551705288,0,0,0,0,0,1,0,0,0
41764,pharma-true.com,com,0.09031729,0,0,0.9083204509738394,0.18063456,0.9083204509738394,0,0,0,0,0,1,0,0,0
41882,chris-floyd.com,com,0.084006995,0,0,0.9019843471319746,0.16801399,0.9019843471319746,0,0,0,0,0,1,0,0,0
41930,hu166.com,com,0.2740272,0,1,0.9597091034750048,0.5480544,0.9597091034750048,0,0,0,0,0,1,0,0,0
41956,versionone.com,com,0.22203316,0,0,0.9736414168468108,0.4440663,0.9736414168468108,0,0,0,0,0,1,0,0,0
42015,perfect-wedding-dress-finder.com,com,0.13213989,0,0,0.9487563907545216,0.26427978,0.9487563907545216,0,0,0,0,0,1,0,0,0
42068,visorando.com,com,0.12258014,0,0,0.8739967963676315,0.24516028,0.8739967963676315,0,0,0,0,0,1,0,0,0
42116,snbforums.com,com,0.09362021,0,0,0.8941752012844446,0.18724042,0.8941752012844446,0,0,0,0,0,1,0,0,0
42148,bgbbs.com,com,0.08286903,0,0,0.8692803562723909,0.16573805,0.8692803562723909,0,0,0,0,0,1,0,0,0
42186,nairacircle.com,com,0.13701019,0,0,0.931384387693566,0.27402037,0.931384387693566,0,0,0,0,0,1,0,0,0
42263,we-rent-bikes.com,com,0.101898074,0,0,0.896126210975697,0.20379615,0.896126210975697,0,0,0,0,0,1,0,0,0
42265,s-hoshino.com,com,0.11515522,0,0,0.9476743526627812,0.23031044,0.9476743526627812,0,0,0,0,0,1,0,0,0
42281,tanstack.com,com,0.092901744,0,0,0.9017445722104092,0.18580347,0.9017445722104092,0,0,0,0,0,1,0,0,0
42466,rp8888home.com,com,0.27096906,0,0,0.9563353385096522,0.5419381,0.9563353385096522,0,0,0,0,0,1,0,0,0
42481,sitebuilderreport.com,com,0.24470752,0,0,0.961307723496442,0.48941505,0.961307723496442,0,0,0,0,0,1,0,0,0
42568,ynjfjc.com,com,0.17644683,0,1,0.9777722790264862,0.35289365,0.9777722790264862,0,0,0,0,0,1,0,0,0
42577,iconshock.com,com,0.1629042,0,0,0.9224894640349136,0.3258084,0.9224894640349136,0,0,0,0,0,1,0,0,0
42640,msdewey.com,com,0.08514834,0,0,0.8671816205311664,0.17029667,0.8671816205311664,0,0,0,0,0,1,0,0,0
42645,bancaporlnternet-interbanlk.com,com,0.09733609,0,1,0.8925411206375453,0.19467217,0.8925411206375453,0,0,0,0,0,1,0,0,0
